날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count,breakfast_cuisine,lunch_cuisine,dinner_cuisine,breakfast_kobert
2023-08-30(수),팽이버섯계란국,"19.016542810985488, 8.021147011308546, 12.768707592891765",쇠고기청국장찌개,"19.0, 15.0, 21.0",짬뽕순두부,"21.0, 23.0, 33.0",5,6,8,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-08-31(목),쇠고기콩나물국,"19.016542810985488, 8.021147011308546, 12.768707592891765",짬뽕찌개,"20.828397887323945, 6.627411971830987, 11.344295774647893",돼지국밥,"19.172017857142862, 7.075374999999995, 11.985875000000004",8,11,7,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-09-01(금),비벼먹는오믈렛,"19.016542810985488, 8.021147011308546, 12.768707592891765",감자옹심이국,"48.72, 5.3, 5.23",느타리버섯배추국,"19.172017857142862, 7.075374999999995, 11.985875000000004",2,2,9,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-09-02(토),핫도그빵식,"39.0, 4.1, 7.6",쌀국수,"55.0, 4.2, 16.0",짬뽕순두부,"21.0, 23.0, 33.0",2,1,8,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-09-03(일),소시지베이컨볶음,"19.016542810985488, 8.021147011308546, 12.768707592891765",목살김치찌개,"11.0, 23.0, 27.0",유부장국,"8.17, 2.48, 5.99",1,3,4,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-09-04(월),된장국,"9.93, 1.85, 5.55",쇠고기미역국,"16.08, 6.78, 15.06",두부맑은국,"19.172017857142862, 7.075374999999995, 11.985875000000004",3,12,7,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-09-05(화),김자반,"3.93, 4.58, 3.51",세척사과,"20.828397887323945, 6.627411971830987, 11.344295774647893",양상추샐러드&드레싱,"8.84, 3.66, 1.45",1,1,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0]",[ 6.58666179 -0.03921149 -0.70406788]
2023-09-06(수),버섯매운탕,"78.0, 8.0, 38.0",모듬어묵탕,"19.0, 2.7, 9.0",나가사끼짬뽕국,"74.0, 9.0, 9.0",2,2,5,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-09-07(목),사골곰탕,"0.0, 2.4, 3.0",짬뽕찌개,"20.828397887323945, 6.627411971830987, 11.344295774647893",물만두국,"29.95, 21.79, 24.12",6,11,6,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 0, 0, 1]",[ 7.30331726  0.29833033 -1.07592323]
2023-09-09(토),블랙어니언와퍼,"50.0, 17.0, 33.0",미소장국,"7.78, 3.36, 6.02",양지수육곰탕,"2.0, 1.1, 17.0",2,18,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 8.29126105 -2.48633533  0.63306817]
2023-09-10(일),조랭이떡들깨탕,"19.016542810985488, 8.021147011308546, 12.768707592891765",두부고추장찌개,"13.53, 2.9, 6.9",유부주머니어묵탕,"19.172017857142862, 7.075374999999995, 11.985875000000004",1,4,1,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-09-11(월),감자양파찌개,"14.04, 1.86, 2.04",닭고기육개장,"6.0, 6.0, 8.0",얼갈이된장국,"21.0, 4.3, 9.0",9,22,2,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-09-12(화),새우시금치국,"18.99, 2.45, 8.5",사골떡왕만둣국,"9.0, 4.0, 2.0",라면볶음,"77.0, 18.0, 11.0",3,3,1,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 7.72150915 -1.12611901  0.95527387]
2023-09-13(수),감자수제비국,"66.44, 6.59, 15.81",전복미역국,"6.0, 1.5, 5.0",감자돈육짜글이,"19.172017857142862, 7.075374999999995, 11.985875000000004",9,11,6,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[ 7.68291494 -0.04797458  0.39687507]
2023-09-14(목),고깃집된장찌개,"24.0, 9.0, 23.0",순두부찌개,"5.62, 17.99, 18.25",버섯육개장,"9.0, 2.9, 8.0",7,9,12,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-09-15(금),배추된장국,"8.64, 2.01, 3.8",제주고기국수,"74.18, 12.22, 14.14",두부맑은국,"19.172017857142862, 7.075374999999995, 11.985875000000004",5,4,7,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-09-16(토),브라운브레드&초코소스,"32.0, 2.8, 3.6",미니우동,"47.56, 0.62, 7.04",근대된장국,"5.82, 1.36, 3.47",2,2,5,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[1, 0, 0, 0, 0]",[ 8.04884066 -2.93510876  0.06959184]
2023-09-17(일),꼬리곰탕,"7.0, 13.0, 32.0",팽이버섯계란국,"20.828397887323945, 6.627411971830987, 11.344295774647893",바비큐소스등갈비구이,"19.172017857142862, 7.075374999999995, 11.985875000000004",6,13,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-09-18(월),깍두기,"3.21, 0.29, 0.62",풋고추/오이쌈,"5.0, 0.1, 0.7",,"19.172017857142862, 7.075374999999995, 11.985875000000004",3,1,9,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-09-19(화),감자계란국,"19.016542810985488, 8.021147011308546, 12.768707592891765",뼈다귀해장국,"7.1, 13.54, 39.94",오징어무국,"3.8, 0.96, 10.35",5,1,11,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-09-20(수),사골우거지국,"6.0, 7.0, 14.0",돈목심청국장찌개,"20.828397887323945, 6.627411971830987, 11.344295774647893",열무된장국,"5.31, 1.35, 3.39",11,7,3,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 8.02304692 -0.28977704  0.62643137]
2023-09-21(목),스팸부대찌개,"19.0, 20.0, 19.0",꼬지어묵우동,"20.828397887323945, 6.627411971830987, 11.344295774647893",쇠고기무국,"12.07, 8.62, 16.43",1,2,10,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-09-22(금),쇠고기감자국,"7.0, 2.4, 13.0",아귀탕,"6.69, 5.31, 18.04",미역된장국,"2.34, 0.08, 1.0",16,2,6,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-09-23(토),몬테크리스토,"11.0, 7.0, 11.0",마커니커리라이스,"20.828397887323945, 6.627411971830987, 11.344295774647893",설렁탕소면,"81.0, 16.0, 14.0",1,1,4,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.36911911 -3.20525477  0.13628422]
2023-09-24(일),닭고기무국,"6.0, 1.1, 6.0",김치짜글이찌개,"89.0, 5.0, 14.0",광양식떡불고기,"7.0, 2.1, 17.0",13,4,1,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-09-25(월),쇠고기얼갈이배춧국,"19.016542810985488, 8.021147011308546, 12.768707592891765",돼지고기김찌찌개,"15.0, 6.0, 10.0",국물떡볶이,"73.0, 0.9, 6.0",1,9,3,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-09-26(화),도가니설렁탕,"6.0, 6.0, 15.0",닭곰탕,"1.87, 4.75, 18.72",콩나물국,"5.87, 1.54, 2.17",4,18,11,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 8.14938997 -0.5814781  -0.57331322]
2023-09-27(수),크로와상&딸기쨈,"26.11, 11.97, 4.67",아욱된장국,"4.88, 0.73, 2.68",해물순두부찌개,"13.31, 16.19, 25.76",2,10,5,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[6.91942693 0.20516119 0.04175339]
2023-09-28(목),북어채콩나물국,"19.016542810985488, 8.021147011308546, 12.768707592891765",쇠고기무국,"12.07, 8.62, 16.43",순두부버섯탕,"19.0, 19.0, 21.0",3,10,4,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[8.49948338 0.1374499  0.2377602 ]
2023-09-29(금),쇠고기떡국,"0.0, 2.5, 20.0",고기사골곰탕,"3.0, 1.3, 8.0",맑은된장국,"19.172017857142862, 7.075374999999995, 11.985875000000004",9,3,12,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-09-30(토),핫도그빵&불고기토핑,"24.74, 2.16, 4.75",우동국,"12.38, 2.74, 1.62",쫄면,"43.29, 1.54, 4.55",6,12,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]",[ 7.32307883 -1.70381074  0.02820281]
2023-10-01(일),감자국,"9.86, 3.52, 4.54",미소장국,"7.78, 3.36, 6.02",뼈없는갈비탕,"5.0, 11.0, 37.0",3,18,2,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 6.62448668  2.95216845 -0.32293292]
2023-10-02(월),황태해장국,"12.07, 4.14, 18.33",전복미역국,"6.0, 1.5, 5.0",잔슨빌부대찌개,"19.172017857142862, 7.075374999999995, 11.985875000000004",9,11,7,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[8.07116111 2.81667504 0.11841897]
2023-10-03(화),두부햄찌개,"2.36, 6.78, 6.98",치킨브리또,"25.0, 11.0, 20.0",버섯들깨탕,"33.0, 1.7, 17.0",7,1,3,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-10-05(목),멸치아몬드볶음,"35.0, 16.0, 23.0",차돌박이된장찌개,"27.0, 28.0, 27.0",근대된장국,"5.82, 1.36, 3.47",1,10,5,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-10-06(금),순두부백탕,"6.0, 7.0, 11.0",꽃게탕,"3.95, 1.58, 12.87",알리오올리오파스타,"46.0, 11.0, 7.0",10,9,2,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0]",[ 7.7424894   0.85624667 -1.02209548]
2023-10-07(토),핫도그빵&불고기토핑,"24.74, 2.16, 4.75",맑은된장국,"20.828397887323945, 6.627411971830987, 11.344295774647893",콩나물국,"5.87, 1.54, 2.17",6,7,11,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 7.32307883 -1.70381074  0.02820281]
2023-10-08(일),사골우거지국,"6.0, 7.0, 14.0",비벼먹는오믈렛,"20.828397887323945, 6.627411971830987, 11.344295774647893",아욱된장국,"4.88, 0.73, 2.68",11,2,8,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 8.02304692 -0.28977704  0.62643137]
2023-10-09(월),깍두기,"3.21, 0.29, 0.62",,"20.828397887323945, 6.627411971830987, 11.344295774647893","대구경북능금농협음료가공공장,싱그러운생배,240ml","15.0, 2.0, 2.0",3,2,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-10-11(수),감자양파찌개,"14.04, 1.86, 2.04",비빔국수,"74.1, 7.22, 14.76",버섯호박볶음,"6.3, 2.39, 3.27",9,3,1,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-10-12(목),모닝빵&딸기잼,"17.42, 1.43, 3.28",닭곰탕,"1.87, 4.75, 18.72",돼지갈비김치찌개,"6.38, 8.09, 8.17",3,18,5,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-2.14806094 -1.43389772  0.87260461]
2023-10-13(금),쇠고기무국,"12.07, 8.62, 16.43",콩나물국,"5.87, 1.54, 2.17",닭고기무국,"6.0, 1.1, 6.0",40,9,18,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-10-14(토),떡갈비버거,"42.0, 19.0, 11.0",닭칼국수,"47.12, 6.06, 15.09",해물순두부찌개,"13.31, 16.19, 25.76",2,5,5,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-10-15(일),쇠고기떡국,"0.0, 2.5, 20.0",콩나물국,"5.87, 1.54, 2.17",모듬어묵탕,"19.0, 2.7, 9.0",9,9,8,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-10-16(월),짬뽕순두부,"21.0, 23.0, 33.0",쇠고기육개장,"6.0, 6.0, 8.0",설렁탕소면,"81.0, 16.0, 14.0",2,8,4,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-10-17(화),미역된장국,"2.34, 0.08, 1.0",쇠고기무국,"12.07, 8.62, 16.43",버섯육개장,"9.0, 2.9, 8.0",4,10,12,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-10-18(수),매운얼갈이배춧국,"19.016542810985488, 8.021147011308546, 12.768707592891765",김치짜글이찌개,"89.0, 5.0, 14.0",새우튀김우동,"87.0, 7.0, 12.0",2,4,2,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 1, 0]",[-4.62741593  0.0328805   0.09617663]
2023-10-20(금),돼지고기김찌찌개,"15.0, 6.0, 10.0",황태해장국,"12.07, 4.14, 18.33",팽이버섯계란국,"19.172017857142862, 7.075374999999995, 11.985875000000004",6,4,6,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-10-21(토),왕소시지구이,"23.0, 20.0, 11.0",미소장국,"7.78, 3.36, 6.02",잡채어묵볶음,"14.2, 4.9, 7.19",1,18,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.82950409 -0.8680342   1.11329793]
2023-10-22(일),맛김치,"6.0, 1.1, 2.0",음료,"28.97, 0.27, 0.15",맛김치,"6.0, 1.1, 2.0",3,1,2,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-10-23(월),들깨미역국,"11.76, 5.28, 2.78",낙지연포탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",배추된장국,"8.64, 2.01, 3.8",5,5,10,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-10-24(화),크로와상&딸기쨈,"26.11, 11.97, 4.67",짬뽕찌개,"20.828397887323945, 6.627411971830987, 11.344295774647893",버섯매운탕,"78.0, 8.0, 38.0",2,11,11,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]","[0, 0, 0, 0, 1]",[6.91942693 0.20516119 0.04175339]
2023-10-25(수),유부주머니어묵탕,"19.016542810985488, 8.021147011308546, 12.768707592891765",감자짜글이,"32.0, 1.8, 5.0",닭고기무국,"6.0, 1.1, 6.0",5,12,18,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 8.72008291 -0.69472743  0.63480266]
2023-10-27(금),얼큰황태채국,"19.016542810985488, 8.021147011308546, 12.768707592891765",두부맑은국,"20.828397887323945, 6.627411971830987, 11.344295774647893",생선묵국,"19.172017857142862, 7.075374999999995, 11.985875000000004",1,10,4,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[8.19263399 0.39425554 0.26670034]
2023-10-28(토),뉴욕핫도그,"15.0, 8.1, 15.0",야끼우동볶음,"63.23, 12.85, 18.35",닭볶음탕,"9.4, 9.5, 25.72",10,1,7,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-10-29(일),햄감자찌개,"14.04, 1.86, 2.04",감자계란국,"20.828397887323945, 6.627411971830987, 11.344295774647893",돼지고기콩나물찌개,"17.0, 4.0, 12.0",11,7,6,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-10-30(월),된장국,"9.93, 1.85, 5.55",등뼈감자탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",돈코츠라멘,"83.47, 10.74, 14.48",3,14,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 1, 0]",[-4.62741593  0.0328805   0.09617663]
2023-10-31(화),꼬리곰탕,"7.0, 13.0, 32.0",전복미역국,"6.0, 1.5, 5.0",마커니커리라이스,"19.172017857142862, 7.075374999999995, 11.985875000000004",6,11,1,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-11-02(목),두부맑은국,"19.016542810985488, 8.021147011308546, 12.768707592891765",닭고기육개장,"6.0, 6.0, 8.0",쇠고기무국,"12.07, 8.62, 16.43",8,22,10,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-11-03(금),매운버섯국,"19.016542810985488, 8.021147011308546, 12.768707592891765",고깃집된장찌개,"24.0, 9.0, 23.0",감자돈육짜글이,"19.172017857142862, 7.075374999999995, 11.985875000000004",2,4,6,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-11-04(토),망고샐러드,"19.016542810985488, 8.021147011308546, 12.768707592891765",유부장국,"8.17, 2.48, 5.99",콩나물김치국,"1.79, 1.82, 1.92",1,7,4,"[0, 1, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 7.56245618 -1.01415833 -0.33142693]
2023-11-05(일),순두부백탕,"6.0, 7.0, 11.0",갈비육개장,"19.0, 22.0, 20.0",된장국,"9.93, 1.85, 5.55",10,2,9,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 7.7424894   0.85624667 -1.02209548]
2023-11-06(월),버섯들깨탕,"33.0, 1.7, 17.0",전복미역국,"6.0, 1.5, 5.0",아욱된장국,"4.88, 0.73, 2.68",3,11,8,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-11-07(화),매운얼갈이배춧국,"19.016542810985488, 8.021147011308546, 12.768707592891765",잔치국수,"83.16, 3.94, 20.78",꽃게된장찌개,"15.2, 5.67, 18.57",2,3,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2023-11-08(수),황태해장국,"12.07, 4.14, 18.33",찹쌀밥,"20.828397887323945, 6.627411971830987, 11.344295774647893",열무된장국,"5.31, 1.35, 3.39",9,1,3,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[8.07116111 2.81667504 0.11841897]
2023-11-09(목),뼈없는갈비탕,"5.0, 11.0, 37.0",조랭이떡들깨탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",굴림만두계란탕,"19.172017857142862, 7.075374999999995, 11.985875000000004",5,1,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-11-10(금),근대된장국,"5.82, 1.36, 3.47",등뼈감자탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",모듬어묵탕,"19.0, 2.7, 9.0",7,14,8,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-11-11(토),핫도그빵&불고기토핑,"24.74, 2.16, 4.75",어묵우동국,"75.0, 11.0, 22.0",목살김치찌개,"11.0, 23.0, 27.0",6,3,17,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[1, 0, 0, 0, 0]",[ 7.32307883 -1.70381074  0.02820281]
2023-11-13(월),맑은된장국,"19.016542810985488, 8.021147011308546, 12.768707592891765",사골우거지국,"6.0, 7.0, 14.0",파송송계란국,"19.172017857142862, 7.075374999999995, 11.985875000000004",7,9,4,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-11-15(수),전복죽,"25.0, 6.0, 3.0",굴해물짬뽕,"69.0, 8.0, 18.0",닭고기무국,"6.0, 1.1, 6.0",4,4,18,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]","[0, 0, 0, 0, 1]",[ 6.77491297  2.07083644 -0.44839014]
2023-11-16(목),물만두국,"29.95, 21.79, 24.12",모닝빵&딸기잼,"17.42, 1.43, 3.28",김계란국,"5.0, 2.0, 2.0",9,2,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.14189858  1.84764727 -0.19743215]
2023-11-17(금),감자옹심이국,"48.72, 5.3, 5.23",추어탕,"3.54, 8.01, 26.52",순두부찌개,"5.62, 17.99, 18.25",4,4,12,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[8.10514738 0.25949838 0.98102733]
2023-11-18(토),핫윙봉,"0.42, 4.43, 24.71",우동국,"12.38, 2.74, 1.62",잔슨빌부대찌개,"19.172017857142862, 7.075374999999995, 11.985875000000004",3,12,7,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-11-19(일),들깨미역국,"11.76, 5.28, 2.78",맑은된장국,"20.828397887323945, 6.627411971830987, 11.344295774647893",쇠고기얼갈이배춧국,"19.172017857142862, 7.075374999999995, 11.985875000000004",5,7,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-11-20(월),홍합탕,"11.91, 7.58, 22.81",팽이버섯계란국,"20.828397887323945, 6.627411971830987, 11.344295774647893",대파육개장,"16.0, 14.0, 13.0",5,13,7,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 6.90447678  1.46328654 -1.64030522]
2023-11-21(화),블루베리베이글&크림치즈,"58.0, 0.8, 11.0",차돌곱창전골,"20.96, 23.54, 14.86",닭고기육개장,"6.0, 6.0, 8.0",4,1,14,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.79580124 -4.3534017   0.93483002]
2023-11-22(수),고기사골곰탕,"3.0, 1.3, 8.0",황태채미역국,"4.0, 0.5, 1.0",유부우동,"77.0, 3.7, 10.0",1,5,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 1, 0]",[ 7.91428851 -0.81267084 -0.45490867]
2023-11-23(목),돼지고기콩나물찌개,"17.0, 4.0, 12.0",닭곰탕,"1.87, 4.75, 18.72",두부햄찌개,"2.36, 6.78, 6.98",5,18,11,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-11-24(금),닭고기무국,"6.0, 1.1, 6.0",김치짜글이찌개,"89.0, 5.0, 14.0",미소장국,"7.78, 3.36, 6.02",13,4,6,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-11-25(토),맥모닝버거,"56.0, 12.0, 13.0",큐브스테이크,"3.0, 16.0, 28.0",버섯쇠고기찌개,"19.172017857142862, 7.075374999999995, 11.985875000000004",1,1,7,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 7.68697898 -1.27470943  0.02100322]
2023-11-26(일),쇠고기호박찌개,"19.016542810985488, 8.021147011308546, 12.768707592891765",팽이버섯두부국,"20.828397887323945, 6.627411971830987, 11.344295774647893",쇠고기무국,"12.07, 8.62, 16.43",10,9,10,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-11-27(월),순살감자탕,"14.0, 15.0, 26.0",쇠고기청국장찌개,"19.0, 15.0, 21.0",돼지고기김찌찌개,"15.0, 6.0, 10.0",3,6,6,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.88359153  1.54422916 -0.87884137]
2023-11-28(화),해물순두부찌개,"13.31, 16.19, 25.76",낙지연포탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",닭곰탕,"1.87, 4.75, 18.72",4,5,10,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2023-11-29(수),쇠고기미역국,"16.08, 6.78, 15.06",차돌박이된장찌개,"27.0, 28.0, 27.0",순두부버섯탕,"19.0, 19.0, 21.0",21,10,4,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
