날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count,breakfast_cuisine,lunch_cuisine,dinner_cuisine,breakfast_kobert,lunch_kobert,dinner_kobert
2023-09-25(월),쇠고기얼갈이배춧국,"19.016542810985488, 8.021147011308546, 12.768707592891765",돼지고기김찌찌개,"15.0, 6.0, 10.0",국물떡볶이,"73.0, 0.9, 6.0",1,9,3,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-09-26(화),도가니설렁탕,"6.0, 6.0, 15.0",닭곰탕,"1.87, 4.75, 18.72",콩나물국,"5.87, 1.54, 2.17",4,18,11,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 8.14938997 -0.58147811 -0.5733208 ],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.32021356  1.33856581 -0.71685306]
2023-09-27(수),크로와상&딸기쨈,"26.11, 11.97, 4.67",아욱된장국,"4.88, 0.73, 2.68",해물순두부찌개,"13.31, 16.19, 25.76",2,10,5,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[6.91942693 0.20516123 0.04178387],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-09-28(목),북어채콩나물국,"19.016542810985488, 8.021147011308546, 12.768707592891765",쇠고기무국,"12.07, 8.62, 16.43",순두부버섯탕,"19.0, 19.0, 21.0",3,10,4,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[8.49948338 0.1374499  0.23775812],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-09-29(금),쇠고기떡국,"0.0, 2.5, 20.0",고기사골곰탕,"3.0, 1.3, 8.0",맑은된장국,"19.172017857142862, 7.075374999999995, 11.985875000000004",9,3,12,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[ 7.77041988 -1.08978405 -1.20421961],[-3.91011759  0.04894274  0.09252749]
2023-09-30(토),핫도그빵&불고기토핑,"24.74, 2.16, 4.75",우동국,"12.38, 2.74, 1.62",쫄면,"43.29, 1.54, 4.55",6,12,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]",[ 7.32307883 -1.70381075  0.02820183],[6.67557289 3.33947781 0.37022269],[-3.91011759  0.04894274  0.09252749]
2023-10-01(일),감자국,"9.86, 3.52, 4.54",미소장국,"7.78, 3.36, 6.02",뼈없는갈비탕,"5.0, 11.0, 37.0",3,18,2,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 6.62448668  2.95216848 -0.32291533],[ 7.49009581  2.12522748 -0.67528983],[-3.91011759  0.04894274  0.09252749]
2023-10-02(월),황태해장국,"12.07, 4.14, 18.33",전복미역국,"6.0, 1.5, 5.0",잔슨빌부대찌개,"19.172017857142862, 7.075374999999995, 11.985875000000004",9,11,7,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[8.07116111 2.81667506 0.11840985],[7.67030208 1.73282631 0.95686131],[-3.91011759  0.04894274  0.09252749]
2023-10-03(화),두부햄찌개,"2.36, 6.78, 6.98",치킨브리또,"25.0, 11.0, 20.0",버섯들깨탕,"33.0, 1.7, 17.0",7,1,3,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-10-05(목),멸치아몬드볶음,"35.0, 16.0, 23.0",차돌박이된장찌개,"27.0, 28.0, 27.0",근대된장국,"5.82, 1.36, 3.47",1,10,5,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-10-06(금),순두부백탕,"6.0, 7.0, 11.0",꽃게탕,"3.95, 1.58, 12.87",알리오올리오파스타,"46.0, 11.0, 7.0",10,9,2,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0]",[ 7.7424894   0.85624666 -1.02210505],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.78281823 -3.74888674  1.17869775]
2023-10-07(토),핫도그빵&불고기토핑,"24.74, 2.16, 4.75",맑은된장국,"20.828397887323945, 6.627411971830987, 11.344295774647893",콩나물국,"5.87, 1.54, 2.17",6,7,11,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 7.32307883 -1.70381075  0.02820183],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.32021356  1.33856581 -0.71685306]
2023-10-08(일),사골우거지국,"6.0, 7.0, 14.0",비벼먹는오믈렛,"20.828397887323945, 6.627411971830987, 11.344295774647893",아욱된장국,"4.88, 0.73, 2.68",11,2,8,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 8.02304692 -0.28977702  0.62643243],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-10-09(월),깍두기,"3.21, 0.29, 0.62",,"20.828397887323945, 6.627411971830987, 11.344295774647893","대구경북능금농협음료가공공장,싱그러운생배,240ml","15.0, 2.0, 2.0",3,2,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-3.77752304 -1.45388348 -0.82294671],[9.94483566 0.1950077  0.5120756 ]
2023-10-11(수),감자양파찌개,"14.04, 1.86, 2.04",비빔국수,"74.1, 7.22, 14.76",버섯호박볶음,"6.3, 2.39, 3.27",9,3,1,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 6.86498377  0.17471357 -0.06648282],[-3.91011759  0.04894274  0.09252749]
2023-10-12(목),모닝빵&딸기잼,"17.42, 1.43, 3.28",닭곰탕,"1.87, 4.75, 18.72",돼지갈비김치찌개,"6.38, 8.09, 8.17",3,18,5,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-2.14806094 -1.43389766  0.87264004],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-10-13(금),쇠고기무국,"12.07, 8.62, 16.43",콩나물국,"5.87, 1.54, 2.17",닭고기무국,"6.0, 1.1, 6.0",40,9,18,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[7.43730557 1.27829161 0.32615738],[-3.91011759  0.04894274  0.09252749]
2023-10-14(토),떡갈비버거,"42.0, 19.0, 11.0",닭칼국수,"47.12, 6.06, 15.09",해물순두부찌개,"13.31, 16.19, 25.76",2,5,5,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-10-15(일),쇠고기떡국,"0.0, 2.5, 20.0",콩나물국,"5.87, 1.54, 2.17",모듬어묵탕,"19.0, 2.7, 9.0",9,9,8,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[7.43730557 1.27829161 0.32615738],[ 8.71399252 -1.01365324  0.37664474]
2023-10-16(월),짬뽕순두부,"21.0, 23.0, 33.0",쇠고기육개장,"6.0, 6.0, 8.0",설렁탕소면,"81.0, 16.0, 14.0",2,8,4,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.71112021 -0.61823985  0.174476  ]
2023-10-17(화),미역된장국,"2.34, 0.08, 1.0",쇠고기무국,"12.07, 8.62, 16.43",버섯육개장,"9.0, 2.9, 8.0",4,10,12,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-10-18(수),매운얼갈이배춧국,"19.016542810985488, 8.021147011308546, 12.768707592891765",김치짜글이찌개,"89.0, 5.0, 14.0",새우튀김우동,"87.0, 7.0, 12.0",2,4,2,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 1, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-10-20(금),돼지고기김찌찌개,"15.0, 6.0, 10.0",황태해장국,"12.07, 4.14, 18.33",팽이버섯계란국,"19.172017857142862, 7.075374999999995, 11.985875000000004",6,4,6,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[7.96544537 2.43936161 0.51144064],[-3.91011759  0.04894274  0.09252749]
2023-10-21(토),왕소시지구이,"23.0, 20.0, 11.0",미소장국,"7.78, 3.36, 6.02",잡채어묵볶음,"14.2, 4.9, 7.19",1,18,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.82950409 -0.8680342   1.11329538],[ 7.49009581  2.12522748 -0.67528983],[-3.91011759  0.04894274  0.09252749]
2023-10-22(일),맛김치,"6.0, 1.1, 2.0",음료,"28.97, 0.27, 0.15",맛김치,"6.0, 1.1, 2.0",3,1,2,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[ 5.49342318 -1.78882325 -0.23859609],[-3.91011759  0.04894274  0.09252749]
2023-10-23(월),들깨미역국,"11.76, 5.28, 2.78",낙지연포탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",배추된장국,"8.64, 2.01, 3.8",5,5,10,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[ 7.7348684  -0.91460613 -0.37611507],[-3.91011759  0.04894274  0.09252749]
2023-10-24(화),크로와상&딸기쨈,"26.11, 11.97, 4.67",짬뽕찌개,"20.828397887323945, 6.627411971830987, 11.344295774647893",버섯매운탕,"78.0, 8.0, 38.0",2,11,11,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]","[0, 0, 0, 0, 1]",[6.91942693 0.20516123 0.04178387],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-10-25(수),유부주머니어묵탕,"19.016542810985488, 8.021147011308546, 12.768707592891765",감자짜글이,"32.0, 1.8, 5.0",닭고기무국,"6.0, 1.1, 6.0",5,12,18,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 8.72008291 -0.69472745  0.63479298],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-10-27(금),얼큰황태채국,"19.016542810985488, 8.021147011308546, 12.768707592891765",두부맑은국,"20.828397887323945, 6.627411971830987, 11.344295774647893",생선묵국,"19.172017857142862, 7.075374999999995, 11.985875000000004",1,10,4,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[8.19263399 0.39425555 0.26669319],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.07787084  3.15144648 -0.41452286]
2023-10-28(토),뉴욕핫도그,"15.0, 8.1, 15.0",야끼우동볶음,"63.23, 12.85, 18.35",닭볶음탕,"9.4, 9.5, 25.72",10,1,7,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-10-29(일),햄감자찌개,"14.04, 1.86, 2.04",감자계란국,"20.828397887323945, 6.627411971830987, 11.344295774647893",돼지고기콩나물찌개,"17.0, 4.0, 12.0",11,7,6,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-10-30(월),된장국,"9.93, 1.85, 5.55",등뼈감자탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",돈코츠라멘,"83.47, 10.74, 14.48",3,14,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 1, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 7.68376835 -3.17560239  0.30528139]
2023-10-31(화),꼬리곰탕,"7.0, 13.0, 32.0",전복미역국,"6.0, 1.5, 5.0",마커니커리라이스,"19.172017857142862, 7.075374999999995, 11.985875000000004",6,11,1,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[7.67030208 1.73282631 0.95686131],[ 8.95470789 -3.616506    1.48185041]
2023-11-02(목),두부맑은국,"19.016542810985488, 8.021147011308546, 12.768707592891765",닭고기육개장,"6.0, 6.0, 8.0",쇠고기무국,"12.07, 8.62, 16.43",8,22,10,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-11-03(금),매운버섯국,"19.016542810985488, 8.021147011308546, 12.768707592891765",고깃집된장찌개,"24.0, 9.0, 23.0",감자돈육짜글이,"19.172017857142862, 7.075374999999995, 11.985875000000004",2,4,6,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-11-04(토),망고샐러드,"19.016542810985488, 8.021147011308546, 12.768707592891765",유부장국,"8.17, 2.48, 5.99",콩나물김치국,"1.79, 1.82, 1.92",1,7,4,"[0, 1, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 7.56245618 -1.01415832 -0.33141555],[7.33395554 2.34860384 0.23494969],[ 8.54495657 -0.50367951 -0.21077818]
2023-11-05(일),순두부백탕,"6.0, 7.0, 11.0",갈비육개장,"19.0, 22.0, 20.0",된장국,"9.93, 1.85, 5.55",10,2,9,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 7.7424894   0.85624666 -1.02210505],[ 7.79592094  0.06913655 -0.27892591],[-3.91011759  0.04894274  0.09252749]
2023-11-06(월),버섯들깨탕,"33.0, 1.7, 17.0",전복미역국,"6.0, 1.5, 5.0",아욱된장국,"4.88, 0.73, 2.68",3,11,8,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[7.67030208 1.73282631 0.95686131],[-3.91011759  0.04894274  0.09252749]
2023-11-07(화),매운얼갈이배춧국,"19.016542810985488, 8.021147011308546, 12.768707592891765",잔치국수,"83.16, 3.94, 20.78",꽃게된장찌개,"15.2, 5.67, 18.57",2,3,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[ 6.88935679  1.66024411 -0.10473424],[-3.91011759  0.04894274  0.09252749]
2023-11-08(수),황태해장국,"12.07, 4.14, 18.33",찹쌀밥,"20.828397887323945, 6.627411971830987, 11.344295774647893",열무된장국,"5.31, 1.35, 3.39",9,1,3,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[8.07116111 2.81667506 0.11840985],[ 7.07490663 -1.06669452 -2.68742685],[-3.91011759  0.04894274  0.09252749]
2023-11-09(목),뼈없는갈비탕,"5.0, 11.0, 37.0",조랭이떡들깨탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",굴림만두계란탕,"19.172017857142862, 7.075374999999995, 11.985875000000004",5,1,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-11-10(금),근대된장국,"5.82, 1.36, 3.47",등뼈감자탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",모듬어묵탕,"19.0, 2.7, 9.0",7,14,8,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.71399252 -1.01365324  0.37664474]
2023-11-11(토),핫도그빵&불고기토핑,"24.74, 2.16, 4.75",어묵우동국,"75.0, 11.0, 22.0",목살김치찌개,"11.0, 23.0, 27.0",6,3,17,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[1, 0, 0, 0, 0]",[ 7.32307883 -1.70381075  0.02820183],[7.8952414  1.88701831 1.26869067],[-3.91011759  0.04894274  0.09252749]
2023-11-13(월),맑은된장국,"19.016542810985488, 8.021147011308546, 12.768707592891765",사골우거지국,"6.0, 7.0, 14.0",파송송계란국,"19.172017857142862, 7.075374999999995, 11.985875000000004",7,9,4,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[7.84414559e+00 6.65735083e-03 2.79181484e-01],[-3.91011759  0.04894274  0.09252749]
2023-11-15(수),전복죽,"25.0, 6.0, 3.0",굴해물짬뽕,"69.0, 8.0, 18.0",닭고기무국,"6.0, 1.1, 6.0",4,4,18,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]","[0, 0, 0, 0, 1]",[ 6.77491297  2.07083642 -0.44836479],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-11-16(목),물만두국,"29.95, 21.79, 24.12",모닝빵&딸기잼,"17.42, 1.43, 3.28",김계란국,"5.0, 2.0, 2.0",9,2,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.14189858  1.84764727 -0.19743802],[-2.35240783 -1.30125788  1.02384883],[-3.91011759  0.04894274  0.09252749]
2023-11-17(금),감자옹심이국,"48.72, 5.3, 5.23",추어탕,"3.54, 8.01, 26.52",순두부찌개,"5.62, 17.99, 18.25",4,4,12,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[8.10514738 0.25949838 0.98102955],[ 6.98968555  0.32389141 -0.78785407],[-3.91011759  0.04894274  0.09252749]
2023-11-18(토),핫윙봉,"0.42, 4.43, 24.71",우동국,"12.38, 2.74, 1.62",잔슨빌부대찌개,"19.172017857142862, 7.075374999999995, 11.985875000000004",3,12,7,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[6.67557289 3.33947781 0.37022269],[-3.91011759  0.04894274  0.09252749]
2023-11-19(일),들깨미역국,"11.76, 5.28, 2.78",맑은된장국,"20.828397887323945, 6.627411971830987, 11.344295774647893",쇠고기얼갈이배춧국,"19.172017857142862, 7.075374999999995, 11.985875000000004",5,7,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-11-20(월),홍합탕,"11.91, 7.58, 22.81",팽이버섯계란국,"20.828397887323945, 6.627411971830987, 11.344295774647893",대파육개장,"16.0, 14.0, 13.0",5,13,7,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 6.90447678  1.46328653 -1.64030152],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.83170669  0.33038    -0.10436202]
2023-11-21(화),블루베리베이글&크림치즈,"58.0, 0.8, 11.0",차돌곱창전골,"20.96, 23.54, 14.86",닭고기육개장,"6.0, 6.0, 8.0",4,1,14,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.79580124 -4.3534017   0.93481829],[ 7.97943041  0.12542807 -0.4267773 ],[-3.91011759  0.04894274  0.09252749]
2023-11-22(수),고기사골곰탕,"3.0, 1.3, 8.0",황태채미역국,"4.0, 0.5, 1.0",유부우동,"77.0, 3.7, 10.0",1,5,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 1, 0]",[ 7.91428851 -0.81267084 -0.45489496],[8.04807377 1.06203307 1.02925601],[7.97656167 0.29157511 0.18558055]
2023-11-23(목),돼지고기콩나물찌개,"17.0, 4.0, 12.0",닭곰탕,"1.87, 4.75, 18.72",두부햄찌개,"2.36, 6.78, 6.98",5,18,11,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-11-24(금),닭고기무국,"6.0, 1.1, 6.0",김치짜글이찌개,"89.0, 5.0, 14.0",미소장국,"7.78, 3.36, 6.02",13,4,6,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.31802226  1.87673313 -0.11563712]
2023-11-25(토),맥모닝버거,"56.0, 12.0, 13.0",큐브스테이크,"3.0, 16.0, 28.0",버섯쇠고기찌개,"19.172017857142862, 7.075374999999995, 11.985875000000004",1,1,7,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 7.68697898 -1.27470945  0.0210075 ],[ 6.96083099 -4.2039797   1.34710799],[-3.91011759  0.04894274  0.09252749]
2023-11-26(일),쇠고기호박찌개,"19.016542810985488, 8.021147011308546, 12.768707592891765",팽이버섯두부국,"20.828397887323945, 6.627411971830987, 11.344295774647893",쇠고기무국,"12.07, 8.62, 16.43",10,9,10,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-11-27(월),순살감자탕,"14.0, 15.0, 26.0",쇠고기청국장찌개,"19.0, 15.0, 21.0",돼지고기김찌찌개,"15.0, 6.0, 10.0",3,6,6,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.88359153  1.54422916 -0.87883836],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-11-28(화),해물순두부찌개,"13.31, 16.19, 25.76",낙지연포탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",닭곰탕,"1.87, 4.75, 18.72",4,5,10,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 7.7348684  -0.91460613 -0.37611507],[-3.91011759  0.04894274  0.09252749]
2023-11-29(수),쇠고기미역국,"16.08, 6.78, 15.06",차돌박이된장찌개,"27.0, 28.0, 27.0",순두부버섯탕,"19.0, 19.0, 21.0",21,10,4,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-11-30(목),돼지고기김치찌개,"6.38, 8.09, 8.17",황태채계란국,"20.828397887323945, 6.627411971830987, 11.344295774647893",두부고추장찌개,"13.53, 2.9, 6.9",2,5,9,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-12-01(금),쇠고기새송이버섯볶음,"19.016542810985488, 8.021147011308546, 12.768707592891765",김말이&치킨너겟강정,"7.32, 2.88, 1.84",마늘쫑어묵볶음,"11.08, 3.73, 1.9",1,1,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 5.78468854 -1.56832958 -0.38955894],[-3.91011759  0.04894274  0.09252749]
2023-12-02(토),치즈불고기버거,"28.0, 21.0, 8.0",어묵우동국,"75.0, 11.0, 22.0",사골우거지국,"6.0, 7.0, 14.0",5,3,6,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[1, 0, 0, 0, 0]",[ 8.37460609 -2.33792962  0.44528831],[7.8952414  1.88701831 1.26869067],[8.69507188e+00 4.89269442e-03 4.56482709e-02]
2023-12-03(일),감자양파찌개,"14.04, 1.86, 2.04",두부맑은국,"20.828397887323945, 6.627411971830987, 11.344295774647893",찰순대,"27.51, 8.52, 18.97",9,10,1,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 7.60028363  0.6415828  -0.18950688]
2023-12-04(월),모듬어묵탕,"19.0, 2.7, 9.0",쇠고기미역국,"16.08, 6.78, 15.06",맑은된장국,"19.172017857142862, 7.075374999999995, 11.985875000000004",5,12,12,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[ 7.98671749 -0.55381025 -0.1030251 ],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-12-05(화),오색옹심이국,"19.016542810985488, 8.021147011308546, 12.768707592891765",순두부백탕,"6.0, 7.0, 11.0",짬뽕찌개,"19.172017857142862, 7.075374999999995, 11.985875000000004",3,2,12,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0]",[8.1419996  0.20656946 1.03857872],[ 7.56821701  0.38236593 -0.22915996],[-3.91011759  0.04894274  0.09252749]
2023-12-06(수),크림치즈베이글,"44.65, 7.52, 10.09",감자고추장찌개,"13.53, 2.9, 6.9",소갈비탕당면,"0.0, 3.6, 3.8",2,8,2,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 7.60814387 -4.24280841  0.90296294],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.53775328 -0.81695    -0.23393887]
